id_klienta,wiek,zawod,stan_cywilny,wyksztalcenie,debet,hipoteka,pozyczka,liczba_kontaktow,przerwa,poprzednie,poprzedni_wynik,zmiennosc_zatrudnienia,CPI,CCI,EURIBOR3M,wskaznik_zatrudnienia,rezultat
29767,33,blue-collar,married,basic.9y,unknown,unknown,unknown,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
29768,37,services,married,high.school,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29769,31,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29770,46,housemaid,married,university.degree,unknown,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
29771,39,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
29772,45,technician,single,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29773,36,entrepreneur,married,university.degree,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29774,40,services,married,high.school,no,no,no,8,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
29775,29,admin.,single,university.degree,no,yes,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29776,32,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29777,49,admin.,married,university.degree,no,no,yes,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29778,25,student,single,high.school,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
29779,53,admin.,married,basic.9y,no,no,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29780,31,blue-collar,single,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29781,35,self-employed,divorced,basic.9y,no,no,yes,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
29782,30,admin.,married,basic.9y,no,yes,yes,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
29783,47,blue-collar,married,basic.6y,unknown,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
29784,33,entrepreneur,married,university.degree,no,yes,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
29785,40,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
29786,35,admin.,single,high.school,no,yes,yes,16,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
29787,44,blue-collar,married,basic.9y,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
29788,45,retired,married,basic.4y,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29789,49,blue-collar,married,basic.9y,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
29790,42,services,married,high.school,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
29791,27,services,married,university.degree,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
29792,36,admin.,single,basic.6y,no,yes,no,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
29793,40,services,single,high.school,no,no,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29794,29,admin.,single,university.degree,no,yes,no,8,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
29795,44,admin.,divorced,university.degree,unknown,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29796,33,blue-collar,single,basic.9y,unknown,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
29797,24,services,married,high.school,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29798,56,services,married,basic.4y,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29799,42,admin.,married,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29800,30,admin.,divorced,university.degree,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29801,62,blue-collar,married,basic.4y,no,yes,no,1,6,1,success,-3.4,92.649,-30.1,0.719,5017.5,no
29802,30,admin.,single,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
29803,32,management,married,university.degree,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
29804,39,unemployed,married,university.degree,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29805,49,admin.,married,high.school,unknown,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29806,62,technician,married,unknown,no,no,no,2,999,2,failure,-1.7,94.215,-40.3,0.827,4991.6,yes
29807,46,services,married,high.school,no,yes,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29808,35,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29809,32,admin.,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29810,48,blue-collar,married,professional.course,unknown,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29811,58,self-employed,married,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
29812,35,management,single,unknown,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
29813,56,admin.,single,university.degree,no,yes,no,1,999,1,failure,-1.8,93.369,-34.8,0.634,5008.7,yes
29814,58,admin.,single,unknown,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29815,34,management,married,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
29816,32,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
29817,30,technician,married,high.school,no,no,no,26,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29818,46,blue-collar,married,professional.course,no,no,no,1,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,no
29819,40,entrepreneur,divorced,university.degree,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
29820,31,technician,single,unknown,unknown,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
29821,40,admin.,married,high.school,unknown,no,no,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29822,31,admin.,divorced,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29823,48,admin.,divorced,high.school,no,no,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29824,63,retired,divorced,basic.4y,no,no,no,1,999,0,nonexistent,-1.8,92.843,-50,1.548,5099.1,no
29825,29,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
29826,31,blue-collar,single,high.school,no,yes,no,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,no
29827,44,blue-collar,single,basic.9y,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
29828,60,admin.,single,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
29829,71,retired,married,basic.4y,no,no,no,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
29830,43,services,married,high.school,no,yes,no,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
29831,56,admin.,married,university.degree,no,no,yes,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29832,57,retired,married,high.school,no,yes,yes,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29833,27,blue-collar,single,basic.9y,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29834,30,housemaid,married,high.school,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29835,57,self-employed,married,basic.4y,no,no,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29836,21,student,single,unknown,no,no,no,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
29837,18,student,single,unknown,no,no,no,2,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,no
29838,36,services,single,high.school,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29839,33,technician,divorced,professional.course,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
29840,38,unemployed,married,basic.6y,no,no,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
29841,50,services,single,basic.4y,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29842,52,blue-collar,divorced,basic.4y,no,no,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
29843,30,blue-collar,married,basic.9y,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29844,46,services,married,basic.4y,unknown,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
29845,38,self-employed,single,basic.9y,unknown,yes,yes,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29846,32,management,single,university.degree,no,no,no,4,16,1,success,-1.7,94.215,-40.3,0.896,4991.6,no
29847,35,technician,single,professional.course,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29848,44,admin.,married,high.school,no,no,no,7,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
29849,36,admin.,single,university.degree,no,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
29850,41,services,married,high.school,no,unknown,unknown,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
29851,27,services,married,high.school,no,yes,yes,8,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
29852,51,technician,married,high.school,no,yes,no,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
29853,45,blue-collar,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29854,56,blue-collar,married,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29855,50,blue-collar,divorced,professional.course,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
29856,50,entrepreneur,married,unknown,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29857,32,technician,single,university.degree,no,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29858,37,blue-collar,married,high.school,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
29859,41,blue-collar,married,high.school,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
29860,31,services,divorced,high.school,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
29861,36,blue-collar,married,basic.9y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
29862,32,entrepreneur,married,basic.9y,no,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
29863,45,services,married,professional.course,no,yes,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29864,30,admin.,single,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29865,38,technician,married,professional.course,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29866,36,admin.,single,unknown,no,yes,no,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,no
29867,31,technician,married,professional.course,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29868,47,services,married,basic.6y,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29869,34,unemployed,married,basic.9y,unknown,no,no,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29870,33,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29871,52,admin.,divorced,high.school,no,yes,yes,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
29872,33,admin.,single,high.school,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
29873,32,technician,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29874,29,self-employed,married,university.degree,no,no,no,1,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,no
29875,59,retired,divorced,basic.9y,unknown,yes,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29876,47,admin.,married,university.degree,unknown,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29877,58,blue-collar,married,unknown,no,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29878,55,unknown,married,unknown,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29879,35,admin.,single,university.degree,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
29880,50,self-employed,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
29881,26,services,single,university.degree,no,yes,no,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29882,59,entrepreneur,divorced,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
29883,58,entrepreneur,married,university.degree,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29884,64,retired,married,university.degree,no,no,no,2,5,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
29885,32,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,no
29886,36,blue-collar,single,high.school,no,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
29887,35,admin.,married,university.degree,no,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29888,36,admin.,married,high.school,unknown,yes,no,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
29889,45,entrepreneur,married,university.degree,no,yes,no,4,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,yes
29890,42,services,married,high.school,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
29891,31,student,single,unknown,no,yes,no,3,18,3,failure,-1.7,94.027,-38.3,0.898,4991.6,yes
29892,25,management,single,university.degree,no,yes,yes,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29893,83,retired,married,university.degree,no,no,no,1,12,1,success,-1.7,94.215,-40.3,0.835,4991.6,yes
29894,64,admin.,married,university.degree,no,no,yes,3,999,0,nonexistent,-3,92.713,-33,0.72,5023.5,no
29895,52,services,married,professional.course,unknown,yes,yes,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29896,31,technician,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29897,24,admin.,single,high.school,no,yes,no,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
29898,43,services,single,high.school,no,no,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
29899,38,admin.,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29900,40,technician,single,professional.course,no,yes,no,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29901,38,technician,married,professional.course,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
29902,52,admin.,married,university.degree,unknown,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
29903,33,admin.,single,university.degree,no,yes,no,13,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29904,32,management,divorced,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
29905,50,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29906,45,technician,married,university.degree,no,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
29907,36,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
29908,36,unemployed,single,university.degree,no,yes,no,1,4,1,success,-2.9,92.963,-40.8,1.266,5076.2,yes
29909,52,self-employed,married,professional.course,unknown,no,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
29910,46,admin.,married,high.school,no,yes,no,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
29911,27,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
29912,36,technician,married,professional.course,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29913,53,blue-collar,single,basic.4y,unknown,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
29914,43,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
29915,38,blue-collar,married,basic.9y,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29916,33,management,married,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29917,36,technician,single,high.school,no,yes,yes,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29918,27,blue-collar,married,basic.9y,no,no,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29919,48,management,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29920,31,management,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29921,29,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
29922,34,blue-collar,married,basic.6y,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29923,54,technician,married,professional.course,unknown,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29924,29,admin.,married,university.degree,no,no,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29925,30,services,married,high.school,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29926,50,blue-collar,divorced,basic.9y,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29927,57,housemaid,married,basic.6y,no,no,yes,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
29928,44,blue-collar,married,basic.9y,unknown,no,no,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
29929,77,retired,married,university.degree,no,yes,no,1,6,4,success,-1.8,93.876,-40,0.682,5008.7,yes
29930,53,blue-collar,married,high.school,no,yes,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29931,34,technician,single,professional.course,no,no,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
29932,27,services,married,high.school,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29933,45,management,married,university.degree,no,yes,yes,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
29934,39,unemployed,single,university.degree,no,yes,no,1,6,2,success,-3,92.713,-33,0.706,5023.5,yes
29935,27,services,single,high.school,no,no,yes,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
29936,31,admin.,single,university.degree,unknown,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29937,50,blue-collar,divorced,basic.4y,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29938,28,technician,single,university.degree,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29939,29,technician,single,basic.9y,no,yes,no,1,6,1,success,-1.7,94.215,-40.3,0.84,4991.6,yes
29940,28,blue-collar,married,professional.course,unknown,yes,no,7,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29941,33,self-employed,single,university.degree,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
29942,41,admin.,married,university.degree,no,yes,no,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29943,36,services,married,high.school,no,yes,yes,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
29944,49,management,divorced,university.degree,no,no,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29945,35,services,single,high.school,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29946,29,blue-collar,married,high.school,no,yes,no,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
29947,25,admin.,single,university.degree,no,no,yes,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
29948,41,admin.,single,high.school,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.592,5195.8,yes
29949,30,services,single,high.school,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
29950,40,management,married,university.degree,no,no,no,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
29951,38,technician,married,university.degree,no,unknown,unknown,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
29952,24,services,single,university.degree,no,no,no,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29953,53,blue-collar,married,basic.4y,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29954,38,admin.,divorced,high.school,no,no,no,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
29955,73,retired,married,basic.4y,no,no,no,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes
29956,29,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29957,35,admin.,divorced,university.degree,no,yes,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29958,53,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29959,38,self-employed,divorced,basic.9y,no,yes,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
29960,35,admin.,single,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29961,34,blue-collar,married,basic.6y,unknown,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29962,45,services,married,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29963,51,blue-collar,divorced,high.school,no,yes,yes,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
29964,44,unknown,married,high.school,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29965,56,services,married,high.school,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29966,30,services,married,high.school,no,no,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
29967,38,technician,married,university.degree,no,no,no,1,999,2,failure,-3,92.713,-33,0.721,5023.5,yes
29968,34,admin.,married,professional.course,no,yes,yes,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
29969,37,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29970,43,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
29971,33,technician,married,professional.course,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29972,58,retired,married,high.school,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
29973,45,unemployed,married,basic.9y,no,no,no,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
29974,34,admin.,married,high.school,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
29975,24,management,single,university.degree,no,no,no,6,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
29976,30,services,divorced,high.school,no,yes,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
29977,34,technician,single,unknown,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
29978,35,blue-collar,married,basic.9y,no,yes,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
29979,55,admin.,divorced,university.degree,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29980,33,blue-collar,married,basic.9y,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
29981,48,blue-collar,married,basic.4y,unknown,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29982,35,services,single,high.school,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29983,37,blue-collar,single,professional.course,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29984,34,unemployed,single,professional.course,no,no,no,2,2,1,success,-2.9,92.201,-31.4,0.849,5076.2,yes
29985,33,management,married,university.degree,no,no,no,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
29986,53,technician,married,university.degree,unknown,yes,yes,11,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29987,43,services,single,university.degree,no,yes,no,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29988,54,management,divorced,university.degree,no,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29989,36,services,married,basic.6y,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29990,28,services,married,basic.9y,unknown,unknown,unknown,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
29991,45,blue-collar,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29992,50,management,married,high.school,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29993,39,technician,married,high.school,no,yes,no,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29994,37,admin.,single,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
29995,29,blue-collar,married,unknown,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29996,56,self-employed,married,basic.9y,no,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29997,30,blue-collar,married,high.school,no,yes,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29998,52,technician,married,high.school,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29999,34,blue-collar,married,basic.9y,no,yes,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
30000,31,blue-collar,married,basic.9y,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
30001,32,blue-collar,single,high.school,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
30002,47,services,married,high.school,no,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
