id_klienta,wiek,zawod,stan_cywilny,wyksztalcenie,debet,hipoteka,pozyczka,liczba_kontaktow,przerwa,poprzednie,poprzedni_wynik,zmiennosc_zatrudnienia,CPI,CCI,EURIBOR3M,wskaznik_zatrudnienia
50578,22,student,single,high.school,no,yes,no,1,999,2,failure,-1.7,94.055,-39.8,0.739,4991.6
50579,28,admin.,married,high.school,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50580,20,student,single,unknown,no,yes,no,4,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1
50581,32,technician,single,professional.course,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
50582,85,housemaid,married,basic.4y,unknown,yes,no,1,6,2,success,-1.8,93.749,-34.6,0.642,5008.7
50583,39,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
50584,33,blue-collar,married,basic.6y,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
50585,49,technician,single,university.degree,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
50586,37,technician,single,university.degree,no,no,no,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
50587,46,housemaid,married,basic.9y,no,no,no,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
50588,30,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
50589,55,admin.,divorced,university.degree,no,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
50590,48,services,married,basic.6y,no,no,no,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50591,28,technician,single,basic.9y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
50592,39,blue-collar,divorced,unknown,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
50593,29,technician,single,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
50594,29,admin.,married,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
50595,57,admin.,married,high.school,unknown,yes,yes,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
50596,34,technician,married,university.degree,no,no,no,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
50597,47,admin.,divorced,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
50598,35,blue-collar,married,basic.9y,unknown,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
50599,38,blue-collar,married,basic.9y,unknown,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
50600,54,technician,married,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
50601,29,self-employed,married,university.degree,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
50602,31,services,married,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50603,34,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
50604,48,unemployed,married,professional.course,no,no,no,1,6,3,success,-1.8,93.876,-40,0.682,5008.7
50605,52,technician,divorced,university.degree,no,no,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
50606,39,blue-collar,married,basic.4y,no,yes,no,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
50607,30,technician,married,professional.course,no,yes,yes,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50608,38,admin.,married,high.school,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
50609,24,student,single,high.school,no,yes,yes,1,999,1,failure,-2.9,92.201,-31.4,0.849,5076.2
50610,34,admin.,single,university.degree,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
50611,42,admin.,married,basic.6y,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
50612,29,blue-collar,single,basic.4y,no,yes,no,9,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
50613,50,management,single,university.degree,no,yes,no,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8
50614,46,entrepreneur,married,high.school,no,yes,no,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
50615,28,services,single,high.school,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
50616,48,management,married,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
50617,48,admin.,married,high.school,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
50618,47,admin.,married,university.degree,unknown,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
50619,52,admin.,divorced,university.degree,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50620,35,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
50621,46,blue-collar,married,basic.4y,unknown,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
50622,30,blue-collar,single,basic.4y,unknown,yes,yes,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
50623,20,student,single,unknown,no,no,no,1,999,1,failure,-1.1,94.601,-49.5,0.982,4963.6
50624,24,admin.,single,high.school,no,no,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
50625,45,blue-collar,married,basic.4y,unknown,no,yes,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
50626,38,technician,single,high.school,no,yes,no,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7
50627,41,self-employed,married,basic.9y,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50628,30,self-employed,single,university.degree,no,no,no,3,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2
50629,24,blue-collar,single,basic.9y,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
50630,43,services,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
50631,36,blue-collar,married,high.school,no,no,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
50632,28,self-employed,single,university.degree,no,yes,no,1,999,1,failure,-1.8,93.369,-34.8,0.651,5008.7
50633,56,blue-collar,married,basic.4y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50634,37,entrepreneur,divorced,university.degree,no,no,yes,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
50635,57,admin.,married,university.degree,no,no,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50636,24,technician,single,professional.course,no,no,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50637,54,admin.,divorced,university.degree,no,no,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
50638,34,blue-collar,married,basic.9y,no,no,no,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
50639,35,unemployed,divorced,basic.4y,no,yes,yes,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
50640,39,admin.,single,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
50641,46,blue-collar,married,basic.4y,unknown,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
50642,38,entrepreneur,married,basic.9y,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
50643,49,entrepreneur,married,basic.4y,unknown,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
50644,49,housemaid,single,high.school,unknown,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50645,42,admin.,single,university.degree,no,yes,no,15,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
50646,54,self-employed,married,high.school,no,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
50647,58,blue-collar,married,basic.6y,no,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
50648,36,admin.,married,high.school,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
50649,39,blue-collar,married,basic.6y,no,no,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1
50650,25,admin.,single,university.degree,no,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
50651,32,admin.,divorced,university.degree,no,yes,yes,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
50652,32,blue-collar,single,basic.4y,unknown,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50653,33,admin.,single,university.degree,no,yes,no,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
50654,38,blue-collar,married,professional.course,no,yes,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
50655,34,admin.,married,high.school,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
50656,31,admin.,single,basic.9y,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
50657,45,services,married,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
50658,53,blue-collar,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
50659,38,technician,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
50660,38,blue-collar,married,professional.course,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
50661,57,admin.,divorced,university.degree,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
50662,35,admin.,married,university.degree,no,no,no,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
50663,38,blue-collar,married,basic.6y,unknown,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
50664,30,admin.,single,university.degree,unknown,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50665,48,blue-collar,married,basic.9y,no,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
50666,53,unemployed,married,basic.6y,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50667,38,blue-collar,married,basic.4y,unknown,yes,no,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
50668,33,technician,married,professional.course,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50669,46,technician,divorced,professional.course,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50670,46,technician,married,professional.course,no,yes,no,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8
50671,42,unemployed,married,high.school,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50672,29,services,divorced,high.school,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50673,30,blue-collar,married,basic.6y,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50674,43,management,married,university.degree,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
50675,38,blue-collar,divorced,basic.9y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
50676,31,blue-collar,single,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
50677,40,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
50678,50,blue-collar,married,basic.9y,unknown,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50679,28,technician,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50680,23,student,single,basic.9y,no,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
50681,41,management,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
50682,45,unemployed,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50683,52,technician,married,basic.9y,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
50684,44,management,married,high.school,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50685,53,blue-collar,married,basic.6y,no,yes,no,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2
50686,38,technician,single,professional.course,no,yes,no,2,6,1,success,-1.1,94.199,-37.5,0.879,4963.6
50687,29,housemaid,single,university.degree,no,no,yes,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5
50688,37,admin.,married,high.school,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
50689,52,technician,married,professional.course,no,yes,yes,1,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5
50690,27,blue-collar,married,basic.6y,no,no,no,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
50691,26,services,single,high.school,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
50692,35,admin.,married,high.school,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50693,22,blue-collar,married,basic.9y,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50694,54,housemaid,divorced,unknown,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50695,42,management,married,university.degree,unknown,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
50696,58,retired,married,professional.course,unknown,yes,yes,4,999,1,failure,-0.1,93.2,-42,4.021,5195.8
50697,57,blue-collar,married,basic.4y,unknown,no,no,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
50698,33,admin.,single,professional.course,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
50699,34,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2
50700,26,blue-collar,single,basic.6y,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
50701,49,management,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
50702,45,admin.,married,university.degree,no,no,yes,1,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5
50703,28,technician,married,university.degree,no,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
50704,56,retired,married,basic.4y,unknown,no,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
50705,51,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
50706,48,services,married,basic.6y,unknown,yes,no,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
50707,36,unemployed,married,university.degree,no,yes,no,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2
50708,30,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
50709,38,technician,married,professional.course,no,yes,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
50710,65,retired,married,professional.course,no,yes,no,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6
50711,46,blue-collar,married,basic.9y,no,yes,no,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50712,42,management,married,basic.6y,unknown,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
50713,32,admin.,married,university.degree,no,no,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
50714,51,admin.,married,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50715,35,technician,single,university.degree,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50716,55,blue-collar,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
50717,44,admin.,married,high.school,no,yes,no,3,999,2,failure,-1.8,92.893,-46.2,1.281,5099.1
50718,56,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2
50719,31,admin.,single,university.degree,no,no,yes,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
50720,33,technician,married,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
50721,43,blue-collar,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
50722,30,admin.,married,university.degree,no,no,no,17,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
50723,26,admin.,single,high.school,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
50724,30,admin.,divorced,university.degree,unknown,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
50725,37,management,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
50726,29,blue-collar,single,basic.9y,no,yes,no,2,12,1,success,-1.8,92.893,-46.2,1.25,5099.1
50727,25,admin.,single,university.degree,no,no,yes,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2
50728,32,management,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
50729,39,blue-collar,divorced,basic.9y,unknown,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
50730,35,admin.,divorced,university.degree,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
50731,35,blue-collar,single,basic.9y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
50732,26,admin.,single,university.degree,no,no,no,1,7,4,failure,-1.8,93.369,-34.8,0.636,5008.7
50733,42,blue-collar,married,basic.4y,unknown,unknown,unknown,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
50734,34,technician,married,university.degree,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
50735,56,blue-collar,married,basic.4y,unknown,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
50736,39,entrepreneur,single,university.degree,no,yes,no,1,999,0,nonexistent,-1.7,94.055,-39.8,0.727,4991.6
50737,33,blue-collar,married,basic.9y,no,no,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
50738,39,blue-collar,married,basic.6y,unknown,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
50739,44,technician,married,professional.course,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
50740,27,unemployed,married,high.school,no,yes,no,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
50741,33,technician,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
50742,39,self-employed,married,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50743,55,unknown,married,unknown,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50744,32,services,married,high.school,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
50745,59,retired,married,basic.4y,no,yes,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
50746,29,admin.,single,university.degree,no,no,no,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1
50747,32,services,single,basic.6y,no,no,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
50748,39,admin.,married,high.school,unknown,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
50749,43,unemployed,married,basic.9y,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
50750,35,blue-collar,married,basic.9y,no,no,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
50751,27,student,single,university.degree,no,yes,no,1,0,5,success,-1.7,94.027,-38.3,0.9,4991.6
50752,45,blue-collar,married,illiterate,unknown,no,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50753,30,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
50754,29,admin.,single,high.school,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
50755,40,blue-collar,married,basic.6y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
50756,35,technician,married,unknown,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50757,52,entrepreneur,divorced,basic.4y,no,no,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
50758,38,management,divorced,university.degree,no,no,no,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
50759,41,technician,divorced,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
50760,36,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
50761,32,blue-collar,single,basic.4y,no,yes,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
50762,55,technician,married,basic.9y,no,no,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
50763,50,blue-collar,married,basic.4y,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50764,68,retired,married,basic.4y,no,yes,no,1,6,2,success,-3.4,92.431,-26.9,0.728,5017.5
50765,53,technician,married,professional.course,no,yes,yes,1,999,1,failure,-3.4,92.379,-29.8,0.803,5017.5
50766,26,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2
50767,32,blue-collar,divorced,basic.9y,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50768,45,retired,married,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
50769,57,services,married,high.school,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
50770,39,admin.,single,high.school,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
50771,36,housemaid,single,basic.4y,unknown,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
50772,26,admin.,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50773,33,admin.,single,high.school,no,unknown,unknown,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
50774,36,unemployed,single,unknown,unknown,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
50775,29,admin.,single,university.degree,no,no,no,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
50776,53,services,married,basic.9y,no,yes,no,2,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6
50777,22,housemaid,single,high.school,no,yes,yes,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50778,35,blue-collar,single,basic.9y,no,yes,no,2,3,1,success,-1.8,92.893,-46.2,1.354,5099.1
50779,29,blue-collar,married,basic.9y,unknown,yes,yes,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
50780,26,blue-collar,single,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
50781,25,admin.,single,university.degree,no,yes,yes,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
50782,46,entrepreneur,married,professional.course,unknown,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
50783,58,retired,married,professional.course,no,yes,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50784,27,blue-collar,married,basic.9y,no,yes,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
50785,31,housemaid,single,university.degree,no,no,no,4,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6
50786,48,technician,married,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
50787,32,admin.,single,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
50788,42,management,married,basic.6y,unknown,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
50789,35,blue-collar,married,basic.4y,unknown,no,no,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
50790,54,retired,divorced,basic.4y,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
50791,32,housemaid,married,basic.4y,no,yes,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
50792,56,entrepreneur,married,university.degree,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
50793,24,admin.,single,university.degree,no,yes,no,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
50794,50,entrepreneur,married,university.degree,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
50795,47,blue-collar,married,basic.4y,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
50796,39,blue-collar,married,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50797,29,technician,single,university.degree,no,yes,yes,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50798,44,management,divorced,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
50799,35,services,single,high.school,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
50800,37,self-employed,married,basic.9y,no,yes,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50801,39,services,married,high.school,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
50802,35,blue-collar,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
50803,26,blue-collar,single,basic.9y,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
50804,24,self-employed,single,university.degree,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
50805,26,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50806,31,services,single,high.school,no,yes,no,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8
50807,34,services,married,high.school,no,no,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
50808,37,admin.,married,high.school,no,no,no,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
50809,34,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
50810,34,blue-collar,married,basic.4y,no,no,no,13,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
50811,33,services,married,high.school,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
50812,36,blue-collar,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50813,32,blue-collar,single,basic.9y,no,yes,no,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
50814,35,technician,married,professional.course,no,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
50815,35,blue-collar,married,basic.9y,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
50816,39,admin.,married,professional.course,no,no,yes,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
50817,28,technician,married,professional.course,no,yes,no,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
50818,30,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
50819,32,admin.,single,university.degree,no,no,yes,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
